stop,data/7feac125-a399-479d-908c-c85a14bf5514.wav
three,data/b1b1f0f0-c470-473a-b25f-ec1d019df9fc.wav
tree,data/688e8844-4924-40fd-8385-2ef5307e1fa9.wav
two,data/e5e8e100-9c93-45f0-ba4c-3d112a78aef6.wav
up,data/82005536-f611-4414-9a91-da36a1283647.wav
visual,data/4525bc41-7bb6-4965-86e8-44dce252fbe9.wav
wow,data/a316f7b0-d57f-412d-bed0-132f2e1f97d6.wav
yes,data/b82246d8-7192-4f7e-b52b-ef6892ca11d3.wav
zero,data/b43667a4-ebc2-4364-bf6a-2d06707ab125.wav
backward,data/bde8bafd-a24f-4917-aaca-0c7156dab7c4.wav
bed,data/bb55d66c-f86e-4d3a-9092-b754a3820504.wav
bird,data/052e8021-c9b8-4b23-a941-4522d8914b6c.wav
cat,data/9bd09da4-3e92-4368-be91-bd239af676a7.wav
dog,data/11623034-39d9-4bbc-9460-89f5e9856df3.wav
down,data/60395cf1-a3c3-4e6c-94c4-b17de32a461a.wav
eight,data/3acbc70c-3096-4673-938a-6dc1c562977c.wav
five,data/b1a65f61-ee86-41ae-bf77-e78733d1cf04.wav
follow,data/8afea901-b3d4-4a2f-bad3-a47a9a418dbc.wav
forward,data/fb8b4807-2201-480f-b8d4-76211d1ecd13.wav
four,data/84ed776c-10d0-4afe-bb5e-b48f7b19f137.wav
go,data/c88f4c9b-7d75-4475-9893-795e8d9471d2.wav
happy,data/9e296d59-6530-4ffb-b95e-a6ec4b44e6b1.wav
house,data/28b7fb69-b292-48f6-805f-bfa01e96ce75.wav
learn,data/f57a4327-706e-4d7c-8a91-eb7639cdff55.wav
left,data/7ae40eb0-ad66-4727-a7cd-935282e95101.wav
marvin,data/7b1f0d31-4141-479f-8771-6212fe9dacbe.wav
nine,data/08e34691-5579-4ff2-9c2c-ff608ae3a9ca.wav
no,data/9b771b6e-c81b-4367-8cb0-ca00cddc740c.wav
off,data/9f48e571-475e-4041-a304-95aead62bd12.wav
on,data/22c020b6-fb96-4111-80ab-c6bf38139892.wav
one,data/427c3948-e2e1-4c70-9f53-51d48c9d8cbb.wav
right,data/c810bb3e-0974-4a0d-b40d-83ba9ee926e4.wav
seven,data/fbc5947d-559d-4752-b6e5-5461bfdf22f2.wav
sheila,data/130e55aa-bd14-4ede-9b5a-ccfaad90a887.wav
six,data/bf9fc22c-e3cf-4bce-9ba5-a5033412bb15.wav
stop,data/970becb1-a336-4450-a4f4-82a620ab578f.wav
three,data/20e56aab-81d1-4511-ad68-573124d26bf2.wav
tree,data/886676b6-d7c4-40e8-9d04-492b0c9fa66c.wav
two,data/0eccea17-660c-4c18-ad25-8a00052f27c2.wav
up,data/f77b46a9-b533-49cb-af57-d46224f4ba79.wav
visual,data/918fb5d1-28f7-4553-ba32-2e2922046fc9.wav
wow,data/8b45ea19-6ae3-4119-8df0-9c164ed80db3.wav
yes,data/92796d53-d15b-4c4e-88a7-12272db80f01.wav
zero,data/1ad03400-229b-4abe-acea-44159af91bba.wav
backward,data/fac85d1d-2199-4aae-8183-1d90cf84abe3.wav
bed,data/0f35fe9b-2fc2-4d19-bac8-a078cd2a2177.wav
bird,data/5992da31-3f49-4b5f-9de0-5f3233a81fdd.wav
cat,data/d7d3dc2a-8ec9-4d1c-b025-acb790a55882.wav
dog,data/63ca3146-deae-4bc5-81bb-7695973b1546.wav
down,data/534a3ce4-44d1-4210-b223-084dfa4e5926.wav
eight,data/199df80e-1954-430f-ad44-c4e223ec06f2.wav
five,data/b8617702-bb8d-4a5a-9544-0c9f0421dcda.wav
follow,data/c4750ed8-005e-4037-ba75-306d34b4ae83.wav
forward,data/ca5cc897-74c4-4c32-bf35-f5d099b23d2a.wav
four,data/64a4ea3b-38ee-46f9-a255-b45d6d098c04.wav
go,data/0b24f25a-7c2b-435a-8be8-0ed4d22ee401.wav
happy,data/ab1bb2cf-6d95-46a5-abfb-345559c50c0a.wav
house,data/3396ebb0-c9f7-4be2-9604-312d99250932.wav
learn,data/077a2ed5-88ff-4795-9f2a-a74f49eed4fe.wav
left,data/95b3e3ad-39a0-44b9-b542-eb008996a653.wav
marvin,data/74868210-8724-4bfe-8900-373531700ab7.wav
nine,data/f87b90e6-a180-4e0f-ae38-d210620e2345.wav
no,data/25e8fe51-79b2-4053-bb0c-66cfd9b5e129.wav
off,data/f810e807-d0f4-429c-92c5-28d381ebf71b.wav
on,data/b43219ad-53c8-4099-adf7-4451cfb65f14.wav
one,data/8843e1aa-a28a-4267-8f35-5711031cda80.wav
right,data/70e77fb1-103c-4783-9342-fde17d2fe99b.wav
seven,data/d451e881-5c3b-4210-98f7-df074e5d0c6a.wav
sheila,data/4ccd952b-ee92-4619-802f-4c77865c1506.wav
six,data/1464a8a1-1000-44e0-baeb-f636c4e47c4a.wav
stop,data/fd953858-14ac-4b53-91bc-0f501937947c.wav
three,data/b5b1dc3e-6bc1-4ddf-b2fc-31981f89ede1.wav
tree,data/3e33faee-f12c-4cdc-9589-d54f117f95a2.wav
two,data/c874e6fd-36c7-4334-af13-39be878e9a61.wav
up,data/7a970d6f-4e0d-4e28-8f48-a0baf95dc47c.wav
visual,data/69d73974-5e7d-46a7-a191-2447fb685c0c.wav
wow,data/9aaa99f5-884c-400d-bd3e-aea62ffdddfa.wav
yes,data/f997a968-ef34-4652-893e-f43cd281512c.wav
zero,data/b30f4517-88eb-4eaa-a573-b28848fffc91.wav
backward,data/64efeeaa-48a6-4751-900b-199ffe2edcce.wav
bed,data/519fdab6-35b7-4620-bbc0-4fd4c10389a3.wav
bird,data/846ba911-6312-4c6e-8bdf-143e5bf36417.wav
cat,data/93320a20-742f-4bc1-97c4-49343da1ea6a.wav
dog,data/c24a63ec-fc3f-4346-ab22-2a4ab7179a09.wav
down,data/2f5c92dc-7b81-41de-a51e-7913ac67b719.wav
eight,data/55358859-729c-43ca-a8b4-d47f0810d44c.wav
five,data/9028273e-d4d2-48ef-aa2c-a12f406cb5f8.wav
follow,data/ea4c3670-22fa-49a4-ad8c-38bae2f1b324.wav
forward,data/13ea8f04-1925-42cd-bc3a-0df9b16063bd.wav
four,data/6c894035-868f-4221-bdc0-e7ed00c27d1d.wav
go,data/29930c34-9318-4d66-9145-d6aaeedcc083.wav
happy,data/05a392c8-150d-4cc4-87de-a146528d1c75.wav
house,data/a8340abd-bba3-4039-b1d7-a2c2f02ad774.wav
learn,data/795b0cad-31f9-4f09-a709-fbfa226b8f03.wav
left,data/7c14ad6e-605d-4984-ac14-e3c8927171a8.wav
marvin,data/5682a768-74bb-43cf-84bf-f8d82e87272c.wav
nine,data/0af0a68b-8d07-4ab1-a2a2-be7157364a8c.wav
no,data/58e09112-aa31-474e-a5ef-bcfd494e8976.wav
off,data/082b6d56-e13c-4f5f-9712-daf8f70773b1.wav
on,data/f8428193-b7c8-4f8a-9018-13a1095295ae.wav
one,data/044f3244-38c6-4bc2-bc2a-df3a53387259.wav
right,data/79b20a0b-4347-474a-9d44-474870b55c77.wav
seven,data/f33f7369-a8cc-40da-9ebf-d80e8732d606.wav
sheila,data/20f40048-5f87-4e56-97f0-bbec173c5c60.wav
six,data/8883bf8d-a40d-4c6c-a4d5-7db6c4bb3360.wav
stop,data/a50c54b5-cc2c-4430-9e2c-3bf141dd288e.wav
three,data/778d6f49-40c3-44bb-9655-14f69d65289f.wav
tree,data/767c99c6-f207-4ff8-b217-580bf341162b.wav
two,data/09a32873-db5b-4da9-84bb-eb17975f1961.wav
up,data/c9a3909f-0668-4091-ab9c-3c97a2a7b7c1.wav
visual,data/18959592-248a-4476-a0b1-bfea7346f900.wav
wow,data/13d26cee-45b1-4360-ab5c-15a5942d2848.wav
yes,data/4212b0ab-8cfc-4d84-ab39-a6e52869aa0a.wav
zero,data/08e649f4-81e3-4bd7-a304-c1e52e0f4b62.wav
backward,data/230ae409-de74-4f8a-90bb-8718e1424f50.wav
bed,data/62113c03-77b2-49c0-bb9b-d24bfc7ee2dd.wav
bird,data/83c08c73-ad99-4321-a29e-f7156ac4f907.wav
cat,data/627a3870-219f-4cd2-a6c5-8dd558e8e2bb.wav
dog,data/8fb9bb03-1688-411f-b83d-f2a0614f552a.wav
down,data/96e62cdd-1fd1-4d82-bd25-fa4a7a48c522.wav
eight,data/850e6ded-3af9-4e6e-98c7-99789fc94601.wav
five,data/9d2fe74c-ae95-4b58-a63e-115acce4eef0.wav
follow,data/7e508447-de66-42e2-8520-cd9ea89c9629.wav
forward,data/b8a8cc3b-15e5-4e6a-97a0-2bef36c165c9.wav
four,data/f0a0124f-80c8-4def-a30c-8c7c5f05782e.wav
go,data/bb10c3e8-5c58-4cec-b9b4-8cc31d4caa4b.wav
happy,data/4435fe39-b9aa-4dd9-b3f0-61b6f18b19a3.wav
house,data/3c942e29-7f1e-485f-9e0c-77556a93e92c.wav
learn,data/777e3410-c0eb-420d-a8cf-8029911bc2a8.wav
left,data/1f37fdd3-9ec7-404d-b8b0-cbe70bc19a47.wav
marvin,data/8b039c22-99dc-4c54-9d79-e1299c1e6408.wav
nine,data/e902bea7-dbcc-4f95-a0de-aa76299da998.wav
no,data/92113290-8d19-4199-818a-586d413b7116.wav
off,data/a2d8c291-23f9-4911-89e8-ed1145730144.wav
on,data/46df0499-7101-43b1-a7ea-f1f3114065e8.wav
one,data/eaf07401-a92d-4b7c-ad81-5d324c77d855.wav
right,data/89606dda-df0f-4a54-be75-3e0d2430dcc8.wav
seven,data/88f83443-05ef-4a2f-82d6-0d6eb6ab9868.wav
sheila,data/69e4595a-2127-49af-b2ad-32365f80a71a.wav
six,data/f6cd9775-e908-4dab-9925-6f7b061283c6.wav
stop,data/084c8704-946e-4414-af0c-2fbc08ed0612.wav
three,data/463c1701-f4c3-4d66-a085-e0aaddfe0472.wav
tree,data/bbddc8bb-c055-4fd0-8dea-516fa81281c7.wav
two,data/74cfbf15-d22b-492a-b514-e4edf71e20f3.wav
up,data/d6e4a5df-4977-4fb7-ad22-b97465d0b475.wav
visual,data/92942d06-9828-487b-844c-470e8f6e3ec3.wav
wow,data/c540e7bf-565b-45f6-8bc3-14f6fb835dae.wav
yes,data/711cb413-2102-48df-9b03-9d234692c084.wav
zero,data/48761466-02b5-4460-a32b-f4eccf6cb99b.wav
backward,data/9166aa2c-2c64-4701-b240-8d8d189bcfc3.wav
bed,data/25062f99-8276-4f09-9e5b-11d26a0f3ec0.wav
bird,data/df3ea8b0-56ec-429a-9607-795aaae6ad1e.wav
cat,data/0c41cc97-4900-44e4-935f-62ca3bee39b6.wav
dog,data/d74980ca-02c8-4b9b-809d-333c46c6d032.wav
down,data/972b33f0-364f-4f96-a25b-611c7a15184a.wav
eight,data/e7896193-e846-46d7-9be7-417b3e041148.wav
five,data/d6c6bbca-ff6a-4d83-8ca2-daea0b6a05da.wav
follow,data/ec7c3707-b118-437d-9380-b2284c18e894.wav
forward,data/97be2485-a3a0-48ba-a911-f4dbebff2760.wav
four,data/93d00caa-ed5e-4374-bb5a-b8613f9ea0cf.wav
go,data/31047efd-c5f9-4c05-8cf2-a03245825004.wav
happy,data/8f9269a8-9bc8-4962-a188-59557466df06.wav
house,data/743f8f60-c062-468f-9d98-e14a25452705.wav
learn,data/fa8604d7-a553-4609-814d-827c27584cf3.wav
left,data/fca500ce-3b56-4c95-9c8b-40d7d9f12023.wav
marvin,data/fc0a59a4-91ae-4d43-9b0e-0451a66106c5.wav
nine,data/780e4bfa-777a-4d32-9b75-b831e4a4257d.wav
no,data/dd02549c-8e46-4696-a184-25ff4aee77e4.wav
off,data/7a33d8ed-b7f4-459a-aae2-e33cdba0480e.wav
on,data/ffa31496-3f84-458e-b516-8272d3200e94.wav
one,data/92ecff6d-1dbd-4fac-b8cf-4976a56f54ea.wav
right,data/cc8d8cec-e6fa-4b2b-abb3-4db5aacb28d3.wav
seven,data/af0411c4-a125-4d10-b8cd-b32033e03082.wav
sheila,data/61ef2d8f-e375-46e0-920b-c2799e83bc4e.wav
six,data/c4448e06-ceeb-4fe6-a325-df8f54f74799.wav
stop,data/d33f1f10-49a6-4a04-9f26-4ea78da57e31.wav
three,data/aabf7192-3374-488e-8ec0-bac2008d9aff.wav
tree,data/e27d123f-b39a-4105-93de-3458c8e385f1.wav
two,data/9b5b9418-8500-4be1-b801-dde007eefabe.wav
up,data/e7e7c5c1-307f-4d19-ac44-6c4b8f6d569f.wav
visual,data/a44a78ab-759d-4992-af34-a4c85c8588e4.wav
wow,data/bdbd1216-6a1e-40d9-89d5-129dcdce69d0.wav
yes,data/9f29a9dd-e229-4eb8-b86a-6ecca2a9c910.wav
zero,data/376cb3d9-0fa0-48e3-bfb4-2b7b390ec31f.wav
backward,data/1e50d7ac-35cc-4434-bf6b-9066e064ebf6.wav
bed,data/ba29b0e6-4e3f-4ac5-836a-ebda253ce03f.wav
bird,data/566433de-0974-49e8-80f8-61d51e67cde4.wav
cat,data/b3d2bdce-fd45-4a9d-b489-e4fa97ef86f3.wav
dog,data/4d2fa15e-3bc5-4a5d-b99e-ba7f546052b1.wav
down,data/0e939c69-ff80-42dc-b90e-9de1ceef2388.wav
eight,data/e70c623e-4944-417e-9afd-583d4f60454b.wav
five,data/c2fdb644-e1ab-4e2d-95a5-802ce3329041.wav
follow,data/a1d37e35-9842-4f45-9f53-924c99b4562e.wav
forward,data/a3613305-6068-4837-b2aa-2c9f8550fd1c.wav
four,data/a6028f54-f904-4ea7-a685-d3c403735871.wav
go,data/1e652793-76c8-42f9-a248-544db2c3e660.wav
happy,data/b8266c59-a68a-4f1c-a182-32e46a68ce3d.wav
house,data/9a81b040-f2aa-414c-bf70-4b4432558974.wav
learn,data/e1259548-aa3b-41c5-a7cd-5be8f564f702.wav
left,data/15e05d9d-77bb-4937-9774-2dc8dff0b757.wav
marvin,data/12ffe57c-fa8d-4b36-81de-341f4282ca1d.wav
nine,data/ddd393f7-968c-404b-9160-755b137bed10.wav
no,data/2c6b5127-f23f-4fdf-809d-03a30eddd15d.wav
